orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,EPI - DPT-HepB-HIB 1 doses given <1 year,EPI - DPT-HepB-HIB 3 doses given <1 year,105-EP11. Yellow Fever,EPI - MR 1 doses given <1 year,EPI - Measles 2 (MR2) doses_1-4 yrs,HMIS 105Bc: CL 29: Rota Virus 3,EPI - HPV1 doses given
MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,202401,January 2024,202401,,1746.0,1639.0,0.0,1444.0,32.0,0.0,38
MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,202402,February 2024,202402,,1801.0,1707.0,0.0,1695.0,20.0,62.0,5
MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,202403,March 2024,202403,,1316.0,1368.0,0.0,1331.0,132.0,0.0,7
MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,202404,April 2024,202404,,1658.0,1767.0,5.0,1780.0,1444.0,14.0,4169
MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,202405,May 2024,202405,,1715.0,1662.0,0.0,2775.0,1960.0,403.0,35
MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,202406,June 2024,202406,,1617.0,1549.0,14.0,2379.0,21219.0,266.0,0
MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,202407,July 2024,202407,,1565.0,1393.0,,1446.0,1246.0,202.0,36
MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,202408,August 2024,202408,,1585.0,1489.0,0.0,1495.0,931.0,250.0,0
MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,202401,January 2024,202401,,834.0,792.0,0.0,612.0,138.0,0.0,1
MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,202402,February 2024,202402,,901.0,869.0,0.0,805.0,134.0,0.0,0
MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,202403,March 2024,202403,,825.0,829.0,0.0,612.0,276.0,0.0,27
MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,202404,April 2024,202404,,716.0,785.0,9.0,653.0,195.0,0.0,469
MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,202405,May 2024,202405,,900.0,839.0,0.0,1094.0,3061.0,142.0,7
MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,202406,June 2024,202406,,834.0,736.0,0.0,717.0,357.0,334.0,553
MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,202407,July 2024,202407,,908.0,838.0,0.0,627.0,365.0,391.0,343
MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,202408,August 2024,202408,,813.0,809.0,0.0,720.0,3187.0,614.0,439
MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,202401,January 2024,202401,,1676.0,1437.0,0.0,1671.0,515.0,129.0,16
MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,202402,February 2024,202402,,1487.0,1493.0,0.0,1668.0,461.0,0.0,6
MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,202403,March 2024,202403,,1317.0,1314.0,17.0,1094.0,470.0,88.0,100
MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,202404,April 2024,202404,,1484.0,1501.0,0.0,1294.0,1076.0,78.0,3130
MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,202405,May 2024,202405,,1591.0,1527.0,0.0,1359.0,820.0,180.0,31
MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,202406,June 2024,202406,,1521.0,1256.0,0.0,2101.0,9987.0,438.0,203
MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,202407,July 2024,202407,,1690.0,1486.0,0.0,1317.0,2528.0,598.0,83
MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,202408,August 2024,202408,,1576.0,1460.0,0.0,1231.0,668.0,780.0,68
MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,202401,January 2024,202401,,1477.0,1390.0,0.0,1187.0,278.0,40.0,23
MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,202402,February 2024,202402,,1581.0,1515.0,0.0,1401.0,883.0,0.0,277
MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,202403,March 2024,202403,,1315.0,1311.0,0.0,1221.0,1038.0,0.0,345
MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,202404,April 2024,202404,,1246.0,1294.0,0.0,1225.0,213.0,172.0,4677
MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,202405,May 2024,202405,,1454.0,1281.0,,1279.0,1721.0,264.0,254
MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,202406,June 2024,202406,,1261.0,1199.0,,1850.0,1998.0,332.0,9
MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,202407,July 2024,202407,,1365.0,1339.0,,1455.0,1663.0,736.0,6
MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,202408,August 2024,202408,,1415.0,1281.0,,1425.0,1396.0,787.0,4
MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,202401,January 2024,202401,,1216.0,1075.0,0.0,800.0,177.0,45.0,3
MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,202402,February 2024,202402,,1027.0,1022.0,0.0,715.0,245.0,0.0,33
MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,202403,March 2024,202403,,1038.0,1119.0,0.0,876.0,223.0,41.0,23
MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,202404,April 2024,202404,,1123.0,1136.0,,1004.0,739.0,15.0,4516
MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,202405,May 2024,202405,,986.0,1031.0,0.0,1298.0,2921.0,49.0,974
MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,202406,June 2024,202406,,1155.0,1125.0,0.0,1017.0,383.0,8.0,1529
MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,202407,July 2024,202407,,1193.0,1234.0,0.0,1231.0,555.0,119.0,152
MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,202408,August 2024,202408,,1101.0,1174.0,0.0,1516.0,2675.0,180.0,2147
MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,202401,January 2024,202401,,1762.0,1697.0,10.0,1590.0,173.0,99.0,30
MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,202402,February 2024,202402,,1803.0,1746.0,,1617.0,208.0,197.0,82
MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,202403,March 2024,202403,,1887.0,1703.0,0.0,1593.0,192.0,150.0,128
MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,202404,April 2024,202404,,2004.0,1910.0,0.0,1947.0,625.0,250.0,4674
MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,202405,May 2024,202405,,2007.0,1832.0,,1636.0,248.0,458.0,110
MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,202406,June 2024,202406,,1890.0,1796.0,2.0,1667.0,357.0,493.0,115
MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,202407,July 2024,202407,,1923.0,1912.0,,2000.0,475.0,791.0,104
MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,202408,August 2024,202408,,1968.0,1896.0,18.0,4172.0,8317.0,625.0,195
MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,202401,January 2024,202401,,822.0,709.0,0.0,653.0,44.0,0.0,389
MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,202402,February 2024,202402,,676.0,644.0,0.0,625.0,96.0,0.0,39
MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,202403,March 2024,202403,,734.0,706.0,0.0,577.0,54.0,0.0,120
MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,202404,April 2024,202404,,746.0,709.0,0.0,546.0,121.0,0.0,1180
MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,202405,May 2024,202405,,782.0,702.0,0.0,716.0,49.0,26.0,349
MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,202406,June 2024,202406,,718.0,637.0,0.0,606.0,47.0,119.0,396
MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,202407,July 2024,202407,,715.0,716.0,0.0,672.0,90.0,107.0,610
MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,202408,August 2024,202408,,662.0,627.0,0.0,638.0,1575.0,140.0,320
MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,202401,January 2024,202401,,2240.0,2163.0,,1787.0,450.0,,254
MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,202402,February 2024,202402,,2011.0,1957.0,,1809.0,526.0,,1142
MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,202403,March 2024,202403,,2217.0,2042.0,,1762.0,799.0,,1622
MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,202404,April 2024,202404,,2160.0,2066.0,0.0,1887.0,835.0,139.0,4101
MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,202405,May 2024,202405,,2275.0,2110.0,,1861.0,629.0,551.0,440
MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,202406,June 2024,202406,,2220.0,2094.0,,1935.0,869.0,675.0,394
MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,202407,July 2024,202407,,2223.0,2130.0,,1848.0,1131.0,936.0,768
MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,202408,August 2024,202408,,2125.0,2020.0,,1901.0,1087.0,1126.0,192
MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,202401,January 2024,202401,,1707.0,1539.0,0.0,1438.0,300.0,195.0,159
MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,202402,February 2024,202402,,1677.0,1600.0,0.0,1340.0,268.0,55.0,280
MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,202403,March 2024,202403,,1721.0,1821.0,0.0,1434.0,351.0,33.0,478
MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,202404,April 2024,202404,,1837.0,1946.0,0.0,1987.0,912.0,188.0,3344
MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,202405,May 2024,202405,,2044.0,1979.0,0.0,1656.0,624.0,390.0,106
MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,202406,June 2024,202406,,1809.0,1807.0,0.0,1520.0,428.0,489.0,105
MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,202407,July 2024,202407,,1913.0,1910.0,0.0,1560.0,523.0,607.0,74
MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,202408,August 2024,202408,,2093.0,1933.0,0.0,1866.0,9846.0,523.0,144
MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,202401,January 2024,202401,,984.0,902.0,,835.0,229.0,19.0,16
MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,202402,February 2024,202402,,948.0,815.0,,735.0,231.0,0.0,37
MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,202403,March 2024,202403,,978.0,847.0,0.0,792.0,290.0,0.0,5
MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,202404,April 2024,202404,,1254.0,1088.0,0.0,1151.0,848.0,102.0,3669
MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,202405,May 2024,202405,,1021.0,951.0,0.0,845.0,431.0,42.0,49
MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,202406,June 2024,202406,,980.0,900.0,0.0,861.0,493.0,76.0,58
MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,202407,July 2024,202407,,1053.0,964.0,0.0,871.0,575.0,216.0,9
MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,202408,August 2024,202408,,1004.0,965.0,5.0,857.0,380.0,303.0,2
MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,202401,January 2024,202401,,827.0,750.0,0.0,611.0,143.0,41.0,78
MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,202402,February 2024,202402,,775.0,668.0,,517.0,212.0,37.0,129
MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,202403,March 2024,202403,,731.0,742.0,,562.0,166.0,9.0,138
MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,202404,April 2024,202404,,1082.0,1000.0,,988.0,755.0,87.0,3727
MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,202405,May 2024,202405,,847.0,782.0,0.0,785.0,269.0,74.0,62
MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,202406,June 2024,202406,,821.0,697.0,0.0,747.0,276.0,23.0,41
MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,202407,July 2024,202407,,946.0,848.0,0.0,808.0,395.0,73.0,225
MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,202408,August 2024,202408,,826.0,810.0,0.0,673.0,342.0,287.0,80
MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,202401,January 2024,202401,,1306.0,1236.0,,1197.0,247.0,85.0,53
MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,202402,February 2024,202402,,1283.0,1134.0,,1126.0,406.0,0.0,32
MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,202403,March 2024,202403,,1118.0,1121.0,13.0,1040.0,429.0,0.0,28
MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,202404,April 2024,202404,,1310.0,1324.0,,1384.0,980.0,78.0,2051
MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,202405,May 2024,202405,,1289.0,1163.0,,1063.0,377.0,11.0,116
MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,202406,June 2024,202406,,1172.0,1113.0,,1136.0,448.0,182.0,183
MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,202407,July 2024,202407,,1180.0,1143.0,,1041.0,419.0,685.0,65
MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,202408,August 2024,202408,,1239.0,1205.0,,1080.0,491.0,710.0,137
MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,202401,January 2024,202401,,2625.0,2612.0,0.0,2292.0,414.0,23.0,92
MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,202402,February 2024,202402,,2312.0,2278.0,0.0,2058.0,515.0,251.0,113
MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,202403,March 2024,202403,,2346.0,2185.0,0.0,2084.0,471.0,318.0,141
MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,202404,April 2024,202404,,2250.0,2489.0,,2069.0,675.0,202.0,5396
MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,202405,May 2024,202405,,2383.0,2152.0,0.0,2298.0,549.0,455.0,124
MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,202406,June 2024,202406,,2016.0,1900.0,37.0,1875.0,398.0,521.0,19
MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,202407,July 2024,202407,,2180.0,2091.0,0.0,1995.0,568.0,771.0,139
MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,202408,August 2024,202408,,1994.0,2043.0,,3266.0,954.0,839.0,181
MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,202401,January 2024,202401,,1055.0,986.0,,936.0,311.0,62.0,24
MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,202402,February 2024,202402,,981.0,875.0,,795.0,176.0,220.0,32
MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,202403,March 2024,202403,,989.0,939.0,1.0,926.0,239.0,41.0,16
MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,202404,April 2024,202404,,1174.0,1152.0,,1335.0,4167.0,56.0,4703
MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,202405,May 2024,202405,,1067.0,981.0,,932.0,192.0,,23
MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,202406,June 2024,202406,,931.0,873.0,,934.0,192.0,5.0,20
MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,202407,July 2024,202407,,1015.0,1001.0,,1011.0,301.0,7.0,40
MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,202408,August 2024,202408,,964.0,942.0,,954.0,261.0,57.0,44
MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,202401,January 2024,202401,,2214.0,1941.0,0.0,1661.0,137.0,0.0,56
MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,202402,February 2024,202402,,2171.0,1957.0,0.0,1863.0,188.0,8.0,598
MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,202403,March 2024,202403,,2069.0,2017.0,8.0,1955.0,167.0,13.0,428
MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,202404,April 2024,202404,,2579.0,2241.0,0.0,2238.0,640.0,125.0,5620
MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,202405,May 2024,202405,,2417.0,2195.0,13.0,2106.0,312.0,32.0,203
MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,202406,June 2024,202406,,2320.0,2260.0,3.0,2166.0,257.0,146.0,213
MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,202407,July 2024,202407,,2503.0,2331.0,0.0,2315.0,341.0,242.0,87
MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,202408,August 2024,202408,,2232.0,2104.0,0.0,2014.0,237.0,354.0,71
MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,202401,January 2024,202401,,1284.0,1150.0,0.0,1255.0,131.0,0.0,60
MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,202402,February 2024,202402,,1222.0,1155.0,0.0,1227.0,156.0,151.0,153
MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,202403,March 2024,202403,,1200.0,1150.0,0.0,1023.0,223.0,89.0,61
MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,202404,April 2024,202404,,1087.0,1083.0,0.0,920.0,287.0,133.0,2745
MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,202405,May 2024,202405,,1156.0,1033.0,0.0,955.0,178.0,138.0,47
MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,202406,June 2024,202406,,1043.0,938.0,0.0,900.0,354.0,331.0,145
MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,202407,July 2024,202407,,1147.0,1050.0,0.0,1005.0,447.0,123.0,179
MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,202408,August 2024,202408,,1019.0,1027.0,0.0,818.0,302.0,247.0,107
MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,202401,January 2024,202401,,1275.0,1076.0,,962.0,307.0,46.0,122
MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,202402,February 2024,202402,,1126.0,900.0,,987.0,337.0,0.0,122
MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,202403,March 2024,202403,,1227.0,1145.0,,1264.0,364.0,44.0,81
MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,202404,April 2024,202404,,1466.0,1264.0,,1285.0,1004.0,353.0,2909
MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,202405,May 2024,202405,,1189.0,1174.0,0.0,998.0,216.0,139.0,748
MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,202406,June 2024,202406,,1212.0,1030.0,,1013.0,423.0,418.0,49
MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,202407,July 2024,202407,,1395.0,1178.0,2.0,1047.0,511.0,802.0,883
MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,202408,August 2024,202408,,1332.0,1157.0,,1006.0,361.0,615.0,36
MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,202401,January 2024,202401,,6997.0,6223.0,9.0,6619.0,1940.0,265.0,269
MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,202402,February 2024,202402,,6012.0,5826.0,11.0,5910.0,1959.0,280.0,449
MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,202403,March 2024,202403,,5962.0,5715.0,0.0,5855.0,1888.0,147.0,419
MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,202404,April 2024,202404,,6264.0,5522.0,7.0,6008.0,1963.0,49.0,2843
MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,202405,May 2024,202405,,6865.0,6150.0,24.0,6471.0,2365.0,364.0,363
MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,202406,June 2024,202406,,5780.0,5081.0,2.0,5766.0,1954.0,208.0,684
MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,202407,July 2024,202407,,6838.0,6201.0,3.0,6630.0,2211.0,821.0,332
MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,202408,August 2024,202408,,6414.0,6080.0,15.0,6419.0,1881.0,1668.0,388
MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,202401,January 2024,202401,,604.0,593.0,,581.0,313.0,0.0,174
MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,202402,February 2024,202402,,685.0,681.0,,648.0,275.0,0.0,92
MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,202403,March 2024,202403,,641.0,630.0,,607.0,305.0,20.0,275
MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,202404,April 2024,202404,,631.0,894.0,,586.0,335.0,,1173
MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,202405,May 2024,202405,,623.0,609.0,,603.0,238.0,19.0,250
MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,202406,June 2024,202406,,546.0,501.0,,491.0,201.0,52.0,136
MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,202407,July 2024,202407,,554.0,520.0,0.0,473.0,198.0,274.0,54
MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,202408,August 2024,202408,,578.0,532.0,,524.0,171.0,302.0,58
MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,202401,January 2024,202401,,440.0,411.0,0.0,424.0,102.0,67.0,4
MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,202402,February 2024,202402,,593.0,502.0,0.0,470.0,18.0,65.0,10
MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,202403,March 2024,202403,,491.0,479.0,,462.0,64.0,0.0,33
MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,202404,April 2024,202404,,477.0,543.0,0.0,600.0,118.0,25.0,614
MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,202405,May 2024,202405,,489.0,442.0,0.0,395.0,74.0,37.0,4
MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,202406,June 2024,202406,,469.0,446.0,0.0,449.0,36.0,0.0,45
MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,202407,July 2024,202407,,494.0,410.0,18.0,330.0,54.0,81.0,6
MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,202408,August 2024,202408,,433.0,394.0,0.0,662.0,194.0,120.0,32
MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,202401,January 2024,202401,,495.0,470.0,,420.0,107.0,,119
MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,202402,February 2024,202402,,459.0,422.0,,423.0,74.0,26.0,27
MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,202403,March 2024,202403,,473.0,462.0,,480.0,116.0,80.0,21
MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,202404,April 2024,202404,,471.0,491.0,,519.0,227.0,244.0,1467
MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,202405,May 2024,202405,,475.0,443.0,,501.0,101.0,237.0,25
MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,202406,June 2024,202406,,570.0,478.0,,493.0,209.0,281.0,27
MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,202407,July 2024,202407,,562.0,501.0,,499.0,231.0,500.0,200
MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,202408,August 2024,202408,,555.0,534.0,,1020.0,315.0,500.0,98
MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,202401,January 2024,202401,,212.0,183.0,0.0,161.0,20.0,14.0,40
MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,202402,February 2024,202402,,197.0,202.0,0.0,152.0,9.0,6.0,37
MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,202403,March 2024,202403,,196.0,195.0,0.0,172.0,8.0,,9
